,decile1b,decile3,id,decile1,sex,race,cluster,lsat,ugpa,zfygpa,dob_yr,grad,zgpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,gender,parttime,male,race1,race2,dropout,other,asian,black,hisp,pass_bar,bar,tier,index604,indxgrp,indxgrp2
15207,9.0,7.0,15208,9.0,1,7,3,35,3.4,1.19,54,Y,0.54,P,7,P,94,1,2,-47,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,734.736825,g 700+,g 700-760
15208,,,15209,3.0,2,7,3,34,3.3,-0.76,69,O, ,, ,, ,1,3, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,708.9473519999999,g 700+,g 700-760
15209,,,15210,3.0,2,6,3,26,3.4,-0.77,67,Y, ,F,7,F,94,1,2,-60,male,0,1,hisp,c other,NO,0,0,0,0,0,c Failed,3,592.631568,e 580-640,e 580-640
15210,,,15211,,2,7,3,32,3.5, ,66,O, ,, ,, ,1,3, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,697.368406,f 640-700,f 640-700
15211,7.0,7.0,15212,7.0,1,7,5,41,3.7,0.46,67,Y,0.32,P,7,P,95,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,859.473663,g 700+,i 820+
15212,5.0,5.0,15213,5.0,1,7,3,36,2.1,-0.13,48,Y,-0.05,P,7,P,94,1,3,-41,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,620.526298,e 580-640,e 580-640
15213,9.0,10.0,15214,9.0,1,7,2,38,3.2,0.98,65,Y,1.4,F,7,F,94,1,3,-58,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,2,762.105244,g 700+,h 760-820
15214,7.0,5.0,15215,7.0,1,7,1,34,3.5,0.33,67,Y,-0.01,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,728.9473519999999,g 700+,g 700-760
15215,4.0,2.0,15216,4.0,1,7,4,39,3.6,-0.32,47,Y,-0.98,F,7,F,95,2,2,-40,female,1,0,white,b white,NO,0,0,0,0,0,c Failed,5,817.894717,g 700+,h 760-820
15216,,,15217,,1,3,3,27,3.5, ,46,O, ,, ,, ,2,2, ,female,1,0,black,a black,YES,0,0,1,0, ,e non-Grad,3,618.4210410000001,e 580-640,e 580-640
15217,4.0,6.0,15218,5.0,1,7,1,40,3.2,-0.19,69,Y,0.23,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,793.6841900000001,g 700+,h 760-820
15218,9.0,10.0,15219,9.0,1,7,4,48,3.6,1.14,67,Y,1.63,P,7,P,94,1,3,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,959.999974,g 700+,i 820+
15219,1.0,2.0,15220,1.0,2,7,1,38,2.9,-1.38,49,Y,-1.21,P,7,P,94,1,4,-42,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,732.105244,g 700+,g 700-760
15220,2.0,4.0,15221,2.0,1,7,1,41,3.5,-1.14,64,Y,-0.47,P,7,P,95,2,4,-57,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,839.473663,g 700+,i 820+
15221,,,15222,8.0,1,7,3,38,3.1,0.82,68,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,752.105244,g 700+,g 700-760
15222,7.0,6.0,15223,7.0,1,7,3,37,2.4,0.34,63,Y,0.04,P,7,P,94,1,4,-56,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,666.3157709999999,f 640-700,f 640-700
15223,,,15224,,2,7, ,30,2.7,-0.39,65,Y,-0.87,P,7,P,94,2,4,-58,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time, ,585.78946,e 580-640,e 580-640
15224,5.0,5.0,15225,5.0,2,7,4,39,3.4,-0.16,68,Y,-0.13,, ,, ,2,4, ,male,1,1,white,b white,NO,0,0,0,0, ,d Never took bar,5,797.8947169999999,g 700+,h 760-820
15225,2.0,3.0,15226,2.0,2,7,3,31,3,-1.07,65,Y,-0.59,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,631.578933,e 580-640,e 580-640
15226,3.0,2.0,15227,4.0,1,7,3,34,3.5,-0.44,68,Y,-1.22,P,7,P,94,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,728.9473519999999,g 700+,g 700-760
15227,4.0,4.0,15228,4.0,2,7,3,30,2.9,-0.31,60,Y,-0.29,P,7,P,94,1,4,-53,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,605.78946,e 580-640,e 580-640
15228,3.0,1.0,15229,3.0,1,7,3,37,3.2,-0.59,69,Y,-1.64,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,746.315771,g 700+,g 700-760
15229,6.0,6.0,15230,6.0,2,7,1,42,3.7,0.29,68,Y,0.2,P,2,P,94,1,4,-66,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,875.263136,g 700+,i 820+
15230,7.0,7.0,15231,7.0,2,2,1,39,3.7,0.49,65,Y,0.36,P,7,P,94,1,3,-58,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,4,827.894717,g 700+,i 820+
15231,9.0,9.0,15232,9.0,2,7,3,43,3.6,1.18,69,Y,1.1,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,881.052609,g 700+,i 820+
15232,,,15233,1.0,1,7,4,32,3.6,-1.31,68,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,5,707.368406,g 700+,g 700-760
15233,4.0,4.0,15234,4.0,2,7,1,45,3.4,-0.29,69,Y,-0.47,P,2,P,95,1,3,-67,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,892.6315549999999,g 700+,i 820+
15234,,,15235,1.0,1,3,3,24,2.7,-2.15,68,X, ,F,2,F,95,1,5,-66,female,0,0,black,a black,NO,0,0,1,0,0,c Failed,3,491.052622,c 460-520,c 460-520
15235,8.0,9.0,15236,8.0,1,8,1,48,3.2,0.87,65,Y,1.04,P,7,P,94,1,4,-58,female,0,0,other,c other,NO,1,0,0,0,1,a Passed 1st time,4,919.999974,g 700+,i 820+
15236,4.0,6.0,15237,4.0,2,7,1,42,3,-0.4,65,Y,0.07,P,7,P,94,1,2,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,805.263136,g 700+,h 760-820
15237,8.0,10.0,15238,8.0,2,7,4,32,3.4,0.62,58,Y,1.67,P,7,P,95,1,2,-51,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,687.3684059999999,f 640-700,f 640-700
15238,10.0,9.0,15239,10.0,1,7,3,32,3.7,1.76,69,Y,1.26,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,717.368406,g 700+,g 700-760
15239,10.0,7.0,15240,10.0,1,7,5,38, ,1.58,59,Y,0.44,F,7,P,95,1,4,-52,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,6, ,a under 400,a under 400
15240,9.0,9.0,15241,9.0,2,7,3,30,3.3,0.95,69,Y,1.11,P,7,P,95,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,645.78946,f 640-700,f 640-700
15241,5.0,6.0,15242,6.0,2,7,2,32,3,-0.01,67,Y,-0.01,F,7,P,95,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,647.368406,f 640-700,f 640-700
15242,,,15243,1.0,1,3,3,28,2.5,-2.07,67,O, ,, ,, ,1,1, ,female,0,0,black,a black,YES,0,0,1,0, ,e non-Grad,3,534.210514,d 520-580,d 520-580
15243,4.0,5.0,15244,4.0,1,7,4,43,3.8,-0.33,66,Y,-0.05,P,7,P,94,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,901.052609,g 700+,i 820+
15244,7.0,4.0,15245,7.0,1,7,2, ,3,0.33,68,Y,-0.35,P,2,P,95,2,4,-66,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2, ,a under 400,a under 400
15245,2.0,4.0,15246,2.0,1,7,3,35,2.7,-1.03,64,Y,-0.4,P,7,P,94,1,5,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,664.736825,f 640-700,f 640-700
15246,10.0,10.0,15247,10.0,1,7,3,37,3.9,1.64,53,Y,1.71,P,7,P,95,2,1,-46,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,816.3157709999999,g 700+,h 760-820
15247,8.0,7.0,15248,8.0,1,7,3,37,3.5,0.82,61,Y,0.42,P,7,P,94,1,3,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,776.315771,g 700+,h 760-820
15248,10.0,10.0,15249,10.0,1,7,3,45,3.2,1.57,67,Y,1.34,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,872.6315549999999,g 700+,i 820+
15249,10.0,10.0,15250,10.0,2,7,4,39,2.8,2.49,69,Y,2.5,P,7,P,94,1, ,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,737.8947169999999,g 700+,g 700-760
15250,6.0,6.0,15251,7.0,2,2,4,39,2.6,0.27,68,Y,0.07,P,7,P,94,1,4,-61,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,5,717.894717,g 700+,g 700-760
15251,6.0,7.0,15252,6.0,1,7,3,40,3,0.2,69,Y,0.26,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,773.68419,g 700+,h 760-820
15252,4.0,5.0,15253,5.0,2,7,3,40,3.9,-0.19,69,Y,-0.17,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,863.68419,g 700+,i 820+
15253,5.0,3.0,15254,5.0,1,3,4,30,2.8,-0.07,59,Y,-0.62,F,2,P,95,1,4,-57,female,0,0,black,a black,NO,0,0,1,0,1,b Passed 2nd time,5,595.78946,e 580-640,e 580-640
15254,,,15255,,2,7,5,35,3.9, ,69,Y, ,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,784.736825,g 700+,h 760-820
15255,10.0,10.0,15256,10.0,1,7,1,40,3.4,1.9,69,Y,1.63,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,813.68419,g 700+,h 760-820
15256,4.0,3.0,15257,4.0,1,7,1,38,3.3,-0.39,69,Y,-0.73,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,772.105244,g 700+,h 760-820
15257,10.0,10.0,15258,10.0,1,7,4,36,3.3,2.06,69,Y,2.03,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,740.526298,g 700+,g 700-760
15258,,,15259,1.0,2,3,1,26,3.5,-1.79,57,O, ,, ,, ,1,2, ,male,0,1,black,a black,YES,0,0,1,0, ,e non-Grad,4,602.631568,e 580-640,e 580-640
15259,5.0,4.0,15260,5.0,1,7,4,36,3.5,-0.13,66,Y,-0.32,P,7,P,94,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,760.526298,g 700+,h 760-820
15260,,,15261,,1,7,1,36,3.9, ,69,O, ,, ,, ,1,2, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,4,800.526298,g 700+,h 760-820
15261,,,15262,,2,7,4,32,2.8, ,64,Y, ,P,7,P,94,1,3,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,627.3684059999999,e 580-640,e 580-640
15262,5.0,3.0,15263,5.0,2,7,3,32,3,-0.07,65,Y,-0.79,F,2,P,96,1,3,-63,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,647.368406,f 640-700,f 640-700
15263,5.0,5.0,15264,5.0,1,7,1,40,3.6,-0.1,69,Y,-0.23,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,833.6841900000001,g 700+,i 820+
15264,4.0,6.0,15265,4.0,1,7,3,33,3.9,-0.35,46,Y,0.18,P,7,P,95,2,3,-39,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,753.157879,g 700+,g 700-760
15265,4.0,5.0,15266,5.0,1,7,4,42,3.3,-0.24,67,Y,-0.2,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,835.2631359999999,g 700+,i 820+
15266,6.0,5.0,15267,6.0,1,7,3,36,2.5,0.08,46,Y,-0.04,P,7,P,94,1,3,-39,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,660.526298,f 640-700,f 640-700
15267,3.0,4.0,15268,4.0,1,7,3,34,3.1,-0.43,69,Y,-0.53,P,2,P,95,1,4,-67,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,688.947352,f 640-700,f 640-700
15268,,,15269,1.0,2,3,1,21,2.9,-2.96,64,O, ,, ,, ,2,2, ,male,1,1,black,a black,YES,0,0,1,0, ,e non-Grad,4,463.68420299999997,c 460-520,c 460-520
15269,10.0,10.0,15270,10.0,2,7,1,33,3.7,1.72,68,Y,1.63,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,733.157879,g 700+,g 700-760
15270,8.0,9.0,15271,8.0,2,7,1,35,3.4,0.81,68,Y,1.24,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,734.736825,g 700+,g 700-760
15271,4.0,6.0,15272,4.0,2,7,1,34,3.7,-0.34,66,Y,0.28,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,748.947352,g 700+,g 700-760
15272,4.0,7.0,15273,4.0,2,7,1,42,3.1,-0.43,68,Y,0.44,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,815.263136,g 700+,h 760-820
15273,,,15274,1.0,1,4,4,29.7,2.9,-1.66,68,X, ,F,7,P,96,1,3,-61,female,0,0,hisp,c other,NO,0,0,0,0,1,b Passed 2nd time,5,601.0526180999999,e 580-640,e 580-640
15274,9.0,9.0,15275,10.0,2,7,2,30,3.7,1.23,67,Y,0.93,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,685.78946,f 640-700,f 640-700
15275,8.0,8.0,15276,8.0,1,7,4,45,3.4,0.78,64,Y,0.75,P,7,P,94,1,3,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,892.6315549999999,g 700+,i 820+
15276,6.0,5.0,15277,6.0,2,7,2,31,2.6,0.07,67,Y,-0.19,P,7,P,95,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,591.578933,e 580-640,e 580-640
15277,9.0,9.0,15278,9.0,2,7,4,44,4,1.15,68,Y,1.08,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,936.842082,g 700+,i 820+
15278,,,15279,9.0,2,7,5,45,3.6,1.37,66,Y, ,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,912.6315549999999,g 700+,i 820+
15279,1.0,2.0,15280,2.0,2,7,3,40,3.6,-1.26,68,Y,-1.24,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,833.6841900000001,g 700+,i 820+
15280,4.0,2.0,15281,4.0,2,7,3,39,3.3,-0.28,69,Y,-0.91,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,787.8947169999999,g 700+,h 760-820
15281,1.0,1.0,15282,1.0,2,7,5,37,3.7,-1.35,69,Y,-1.91,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,796.315771,g 700+,h 760-820
15282,8.0,9.0,15283,8.0,2,7,4,37,3.4,0.82,68,Y,1.02,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,766.3157709999999,g 700+,h 760-820
15283,4.0,3.0,15284,4.0,2,7,3,39,3.3,-0.26,65,Y,-0.86,F,7,F,94,1,2,-58,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,3,787.8947169999999,g 700+,h 760-820
15284,6.0,6.0,15285,6.0,1,7,4,40,3.3,0.21,69,Y,0.14,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,803.68419,g 700+,h 760-820
15285,7.0,6.0,15286,7.0,2,7,1,42,3.7,0.44,63,Y,0.01,P,7,P,94,1,4,-56,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,875.263136,g 700+,i 820+
15286,10.0,8.0,15287,10.0,2,7,5,43,3.8,1.54,68,Y,0.79,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,901.052609,g 700+,i 820+
15287,6.0,6.0,15288,7.0,2,7,2,29,3,0.22,69,Y,-0.03,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,599.9999869999999,e 580-640,e 580-640
15288,10.0,9.0,15289,10.0,2,7,1,44,4,1.44,69,Y,1.15,P,2,P,94,1,4,-67,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,936.842082,g 700+,i 820+
15289,3.0,3.0,15290,3.0,1,7,1,40,3.5,-0.61,68,Y,-0.6,P,7,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,823.68419,g 700+,i 820+
15290,,,15291,1.0,1,7,1,33,2.7,-2.61,68,O, ,, ,, ,1,4, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,4,633.157879,e 580-640,e 580-640
15291,,,15292,,1,7,4,35,2.3, ,60,O, ,, ,, ,2,4, ,female,1,0,white,b white,YES,0,0,0,0, ,e non-Grad,5,624.736825,e 580-640,e 580-640
15292,7.0,3.0,15293,7.0,1,7,3,34,2.9,0.33,64,Y,-0.73,P,7,P,94,1,2,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,668.9473519999999,f 640-700,f 640-700
15293,,,15294,1.0,2,7,3,33,3,-1.75,66,O, ,, ,, ,2,2, ,male,1,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,663.157879,f 640-700,f 640-700
15294,3.0,6.0,15295,4.0,1,7,1,41,3,-0.43,50,Y,0.01,, ,, ,2,4, ,female,1,0,white,b white,NO,0,0,0,0, ,d Never took bar,4,789.473663,g 700+,h 760-820
15295,4.0,2.0,15296,4.0,2,7,3,39,2.8,-0.36,66,Y,-0.93,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,737.8947169999999,g 700+,g 700-760
15296,,,15297,10.0,1,7,3,44,3.5,1.93,56,O, ,, ,, ,2,3, ,female,1,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,886.842082,g 700+,i 820+
15297,1.0,1.0,15298,2.0,1,7,3,28,3.5,-1.18,69,Y,-1.42,F,7,P,95,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,634.210514,e 580-640,e 580-640
15298,2.0,4.0,15299,3.0,1,7,1,41,2.8,-0.79,50,Y,-0.38,P,7,P,94,1,3,-43,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,769.473663,g 700+,h 760-820
15299,5.0,4.0,15300,5.0,2,7,1,31,3.2,-0.12,54,Y,-0.34,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,4,651.578933,f 640-700,f 640-700
15300,6.0,4.0,15301,6.0,1,7,3,32,3.3,0.24,69,Y,-0.45,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,677.3684059999999,f 640-700,f 640-700
15301,,,15302,1.0,1,7,3,37,3,-2.17,66,O, ,, ,, ,1,2, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,726.315771,g 700+,g 700-760
15302,1.0,4.0,15303,2.0,1,7,1,44,3.3,-1.26,70,Y,-0.51,P, ,P, ,1,4, ,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,866.842082,g 700+,i 820+
15303,7.0,5.0,15304,7.0,1,7,3,42,3.2,0.35,62,Y,-0.12,P,7,P,95,2,3,-55,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,825.263136,g 700+,i 820+
15304,9.0,9.0,15305,9.0,1,7,3,36,4,1.01,66,Y,1.11,P,7,P,94,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,810.526298,g 700+,h 760-820
15305,1.0,1.0,15306,1.0,2,7,3,26.5,2.5,-1.65,67,Y,-1.56,F,7,P,95,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,510.5263045,c 460-520,c 460-520
15306,8.0,5.0,15307,8.0,2,7,3,36,3,0.81,68,Y,-0.09,P,2,P,94,1,5,-66,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,710.526298,g 700+,g 700-760
15307,10.0,10.0,15308,10.0,2,7,1,43,2.9,1.89,69,Y,1.63,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,811.052609,g 700+,h 760-820
15308,5.0,6.0,15309,6.0,1,7,3,33,3.9,0.05,69,Y,0,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,753.157879,g 700+,g 700-760
15309,,,15310,,1,7,1,36,3.5, ,34,Y, ,P,7,P,94,1,2,-27,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,760.526298,g 700+,h 760-820
15310,9.0,9.0,15311,9.0,2,7,4,39,3.1,0.87,67,Y,1.04,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,767.894717,g 700+,h 760-820
15311,7.0,7.0,15312,7.0,1,7,4,41,3.6,0.36,58,Y,0.47,P,7,P,94,1,3,-51,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,849.473663,g 700+,i 820+
15312,4.0,5.0,15313,4.0,2,7,4,45,3.9,-0.35,66,Y,-0.16,P,7,P,94,1, ,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,942.6315549999999,g 700+,i 820+
15313,1.0,2.0,15314,2.0,2,7,2,27,3.4,-1.23,68,Y,-1.06,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,608.421041,e 580-640,e 580-640
15314,7.0,7.0,15315,7.0,2,7,3,36,3.6,0.49,69,Y,0.41,, ,, ,1,3, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,770.526298,g 700+,h 760-820
15315,6.0,8.0,15316,6.0,1,7,3,30,3.2,0.19,68,Y,0.57,P,7,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,635.78946,e 580-640,e 580-640
15316,,,15317,,2,3,5,40,4, ,70,Y,0,, ,, ,1,1, ,male,0,1,black,a black,NO,0,0,1,0, ,d Never took bar,6,873.68419,g 700+,i 820+
15317,,,15318,1.0,2,7,3,36,3.3,-1.67,69,O, ,, ,, ,1,3, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,3,740.526298,g 700+,g 700-760
15318,7.0,7.0,15319,7.0,2,7,2,36,3.1,0.44,69,Y,0.24,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,720.526298,g 700+,g 700-760
15319,7.0,6.0,15320,7.0,1,7,5,45,3.5,0.45,67,Y,0.25,, ,, ,1,5, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,6,902.6315549999999,g 700+,i 820+
15320,7.0,8.0,15321,7.0,2,2,1,38,3.4,0.41,69,Y,0.6,P,7,P,94,1,2,-62,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,4,782.105244,g 700+,h 760-820
15321,10.0,9.0,15322,10.0,2,7,2,28,3.2,1.32,62,Y,1.15,P,7,P,94,2,3,-55,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,604.210514,e 580-640,e 580-640
15322,8.0,8.0,15323,8.0,2,7,3,35.5,2.6,0.76,66,Y,0.58,P,2,P,94,1,3,-64,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,662.6315615,f 640-700,f 640-700
15323,3.0,2.0,15324,3.0,1,3,4,26,3,-0.65,69,Y,-1.23,P,7,P,94,1,3,-62,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,5,552.631568,d 520-580,d 520-580
15324,2.0,2.0,15325,2.0,2,1,4,45,2.7,-1.01,59,Y,-0.86,F,7,P,95,1,3,-52,male,0,1,other,c other,NO,1,0,0,1,1,b Passed 2nd time,5,822.6315549999999,g 700+,i 820+
15325,5.0,6.0,15326,5.0,1,7,1,40,3.6,0.02,69,Y,0.16,, ,, ,1,3, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,4,833.6841900000001,g 700+,i 820+
15326,2.0,2.0,15327,2.0,1,7,3,44,3.3,-0.87,69,Y,-0.99,P,2,P,94,1,5,-67,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,866.842082,g 700+,i 820+
15327,9.0,8.0,15328,9.0,2,7,3,32,3.2,1.01,67,Y,0.56,P,7,P,95,2,3,-60,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,667.368406,f 640-700,f 640-700
15328,9.0,10.0,15329,9.0,2,7,3,37,2.9,1.14,68,Y,1.37,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,716.3157709999999,g 700+,g 700-760
15329,,,15330,,2,7,5,46,4, ,65,Y,0,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,968.421028,g 700+,i 820+
15330,8.0,8.0,15331,8.0,1,7,1,41,2.7,0.73,50,Y,0.83,P,7,P,94,2,4,-43,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,759.473663,g 700+,g 700-760
15331,4.0,4.0,15332,4.0,2,7,3,30,2.7,-0.33,61,Y,-0.34,P,2,P,95,2,4,-59,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,585.78946,e 580-640,e 580-640
15332,9.0,9.0,15333,9.0,2,7,5,45,3.9,1.08,68,Y,1,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,942.6315549999999,g 700+,i 820+
15333,9.0,10.0,15334,9.0,1,7,2,40,3.2,1.19,61,Y,1.77,P,7,P,94,1,2,-54,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,793.6841900000001,g 700+,h 760-820
15334,4.0,4.0,15335,5.0,1,7,3,33.5,3.1,-0.24,66,Y,-0.42,P,7,P,94,1,4,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,681.0526155,f 640-700,f 640-700
15335,,,15336,,2,4,5,29,3.2, ,65,X, ,P,7,P,95,1,4,-58,male,0,1,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,6,619.999987,e 580-640,e 580-640
